"tarjim","pilih"
"pit","berlawan kekuatan"
"pit","biji"
"pit","bopeng"
"pit","gelanggang"
"pit","lombong"
"pit","memasukkan ke lombong"
"pit","membuang biji"
"pit","parit"
"hug","berpeluk"
"hug","dakap"
"wildlife","hidupan liar"
"wildlife","margasatwa"
"wildlife","mergastua"
"punish","dera"
"punish","dihukum"
"punish","hukum"
"punish","mendenda"
"punish","mendera"
"punish","menghukum"
"punish","menyeksa"
"giant","bota"
"giant","datia"
"giant","gergasi"
"giant","gergasi ; raksasa"
"giant","maha besar"
"giant","raksasa"
"giant","tak terkira"
"primary","asas"
"primary","dasar"
"primary","julung"
"primary","mula-mula"
"primary","penting"
"primary","perdana"
"primary","perintah"
"primary","permulaan"
"equity","ekuiti"
"equity","hak menurut keadilan"
"equity","keadilan"
"equity","kesaksamaan"
"equity","kesamarataan"
"equity","kewajaran"
"wrong","bersalah"
"wrong","dengan kekeliruan"
"wrong","dengan kesalahan"
"wrong","dengan kesilapan"
"wrong","kekeliruan"
"wrong","keliru"
"doorway","ambang pintu"
"doorway","ambang pintu ; muka pintu"
"doorway","muka pintu"
"doorway","pintu"
"departure","keberangkatan"
"departure","keberangkatan , berangkatnya , pemberangkatan ."
"departure","kepergian"
"departure","pemergian"
"elevator","elevator"
"elevator","lif"
"elevator","mesin pengangkat barang-barang atau orang"
"elevator","elevator"
"teenage","umur belasan ; anak gadis"
"guidance","ajaran"
"guidance","asuhan"
"guidance","bimbingan"
"guidance","bimbingan ; hidayat ; panduan ; tunjuk ajar"
"guidance","hidayah"
"guidance","panduan"
"guidance","pimpinan"
"happiness","kebahagiaan"
"happiness","kebahagiaan , kegirangan , kegembiraan ."
"happiness","kebahagiaan ; kegirangan"
"statue","arca"
"statue","patung"
"statue","patung , arca ."
"pursuit","kejar-mengejar"
"pursuit","memburu"
"pursuit","mengejar"
"pursuit","pengejaran"
"repair","baik pulih"
"repair","betulkan"
"repair","dibetulkan"
"repair","diperbaiki"
"repair","ganti"
"repair","i) memperbetulkan , memperbaiki (ii) mengunjungi berulang-ulang ."
"repair","membaik pulih"
"repair","membaiki"
"repair","membaiki ; memperbaiki"
"decent","santun"
"decent","senonoh"
"decent","sopan"
"decent","tertib"
"gym","bangunan gimnasium"
"gym","bilik gimnasium"
"gym","gimnastik"
"oral","lisan"
"oral","mulut"
"oral","rongga mulut"
"clerk","kerani"
"clerk","pegawai"
"envelope","amplop"
"envelope","sampul"
"envelope","sampul ; liputan"
"reporting","pemberitaan"
"destination","destinasi"
"destination","matlamat"
"destination","tempat tujuan"
"destination","tujuan"
"destination","tujuan ; tempat yang dituju ; matlamat ; destinasi"
"fist","buku lima"
"fist","genggaman"
"fist","penumbuk"
"endorse","menandatangani"
"endorse","mengesahkan"
"endorse","menyetujui"
"endorse","menyokong"
"endorse","setuju"
"endorse","sokong"
"endorse","tandatangani"
"exploration","carigali"
"exploration","carigali ; pengembaraan ; penjelajahan"
"exploration","penjelajahan"
"exploration","penjelajahan , eksplorasi ."
"generous","banyak"
"generous","bermurah"
"generous","bermurah hati"
"generous","budiman"
"generous","budiman ; murah hati"
"generous","dermawan"
"generous","kurnia"
"generous","murah hati"
"bath","bak"
"bath","bak mandi"
"bath","mandi"
"bath","mandian"
"bath","tangas"
"bath","tempat mandi"
"rescue","lindungi"
"rescue","penyelamatan"
"thereby","dengan begitu"
"thereby","dengan demikian"
"overall","i) seiuruhnya (ii) pakajan kerja yang menutupi seluruh badan"
"overall","jumlah"
"overall","keseluruhan"
"overall","menyeluruh"
"overall","secara menyeluruh"
"overall","sekelian"
"overall","seluruhnya"
"indicator","penunjuk"
"indicator","penunjuk arah"
"sunlight","cahaya matahari"
"sunlight","sinar matahari"
"feedback","maklum balas"
"feedback","suap balik"
"feedback","suap balik ; maklum balas"
"spectrum","spektrum"
"purple","biji kundang"
"purple","lembayung"
"purple","ungu"
"laser","cahaya laser"
"laser","laser"
"laser","sinar laser"
"laser","cahaya laser"
"bold","berani"
"bold","garang"
"reluctant","enggan"
"reluctant","enggan ; keberatan"
"reluctant","keberatan"
"reluctant","malas"
"reluctant","segan"
"reluctant","tidak suka , enggan , segan ."
"starting","keberangkatan , pangkal , tempat permulaan ."
"starting","permulaan"
"expertise","keahlian"
"expertise","kemahiran"
"expertise","kepakaran"
"expertise","tenaga pakar"
"practically","boleh dikatakan"
"practically","sebetulnya"
"program","acara"
"program","atur cara ; rancangan"
"program","aturcara / program"
"program","bagan , acara , program ."
"program","bill"
"program","memprogram"
"program","merancang"
"program","program"
"picture","arca"
"picture","arca ; gambar"
"picture","bayangan"
"picture","gambar"
"picture","gambaran"
"picture","lukisan"
"picture","melukiskan"
"tune","lagu"
"tune","melagukan"
"tune","melodi"
"tune","menala enjin"
"tune","menalakan (radio)"
"tune","ragam"
"tune","ragam ; tala"
"eating","makan-makan"
"eating","permakanan"
"age","baya"
"age","baya ; umur ; usia"
"age","jaman"
"age","peringkat"
"age","umur"
"age","umur , usia , baya ."
"age","usia"
"age","zaman"
"volunteer","bersukarela"
"volunteer","menyukarelakan"
"volunteer","relawan"
"volunteer","sukarela"
"volunteer","sukarelawan"
"hint","isyarat"
"hint","kias"
"hint","kiasan"
"hint","mengias"
"hint","menyindir"
"hint","pembayang / petunjuk"
"hint","sindir"
"hint","sindiran"
"sharply","dengan tepat"
"parade","berarak"
"parade","berbaris"
"parade","membariskan"
"parade","mengarak"
"parade","menggayakan"
"parade","perarakan"
"parade","perbarisan"
"parade","perbarisan ; berkawat"
"advocate","bela"
"advocate","bela ; peguambela"
"advocate","membela"
"advocate","menganjurkan"
"advocate","peguambela"
"advocate","penganjur"
"advocate","penganjur , pengacara ."
"realm","jajahan"
"realm","keraisan , alam (fikiran , pengetahuan) , bidang ."
"realm","lapangan"
"realm","ranah"
"ban","bun"
"ban","bund"
"ban","dilarang"
"ban","dyke"
"ban","embankment"
"ban","groyne"
"ban","haramkan"
"ban","larang"
"ban","larangan"
"strip","batang"
"strip","batang ; bulang ; jalur"
"strip","bertelanjang"
"strip","bertogel"
"strip","jalur"
"strip","jalur ; lucut"
"strip","kebogelan"
"cancel","batal"
"cancel","batalkan , membatalkan ."
"blend","campur"
"blend","campuran"
"blend","lakur"
"blend","mencampuri"
"blend","mencampurkan"
"blend","menggaul"
"blend","menyebatikan"
"therapist","ahli terapi"
"slice","hiris"
"slice","irisan"
"slice","membelah"
"slice","memotong"
"slice","mencantas"
"slice","menghiris"
"slice","menghiris ; sayat"
"slice","mericis"
"slice","potong"
"peel","berkupas"
"peel","gelupas"
"peel","gelupas ; kopek ; kupas"
"peel","kopek"
"peel","kulit"
"peel","kulit oren"
"pizza","piza"
"recipient","penerima"
"recipient","yang menerima"
"hesitate","berbolak-balik ; tagak ; teragak-agak"
"hesitate","menyangsikan"
"hesitate","meragui"
"hesitate","ragu"
"hesitate","ragu-ragu"
"hesitate","sangsi"
"hesitate","teragak-agak"
"hesitate","terhenti-henti"
"hesitate","termangu-mangu"
"hesitate","tertegun-tegun"
"flip","jentik"
"flip","jentikan"
"flip","kalih"
"flip","kalihan"
"flip","kibas"
"flip","kibasan"
"flip","lambung"
"flip","lambungan"
"flip","melambung"
"flip","mengalih"
"accounting","perakaunan"
"debate","bahas"
"debate","berandai ; berbahas ; membahaskan"
"debate","berbahas"
"debate","berdebat"
"debate","berdebatlah"
"debate","debat"
"bias","berat sebelah"
"bias","bias"
"bias","deflect"
"bias","kecondongan"
"bias","kepincangan"
"bias","miring"
"bias","miring , prasangka ."
"bias","pincang"
"bias","bias"
"metaphor","ibarat"
"metaphor","kiasan"
"metaphor","metafora"
"candle","dian"
"candle","dian , lilin ."
"candle","dian ; lilin"
"candle","kandela"
"candle","lilin"
"handle","batang raket"
"handle","ditangani"
"worry","bimbang"
"worry","bimbanglah"
"worry","gangguan"
"worry","godaan"
"worry","kebimbangan"
"worry","kebimbangan ; susah"
"worry","kecemasan"
"judicial","adil"
"judicial","berkenaan dengan kehakiman atau pengadilan"
"judicial","kehakiman"
"judicial","saksama"
"entity","entiti"
"entity","hakikat"
"entity","kewujudan"
"suffering","azab"
"suffering","azab ; penderitaan ; seksaan ; sengsara"
"suffering","azab seksa"
"suffering","kesengsaraan"
"suffering","penderitaan"
"full-time","sepenuh masa"
"feel","berasa"
"feel","meraba"
"feel","merasa"
"feel","merasai"
"feel","merasakan"
"feel","perasaan"
"feel","raba"
"lamp","lampu"
"lamp","lampu , pelita , kandil ."
"lamp","lampu ; pelita"
"lamp","mentol"
"lamp","pelita"
"garbage","kotoran , sampah ."
"garbage","sampah"
"garbage","sampah dapur"
"garbage","sampah-sarap"
"servant","abdi , orang gaji , pembantu rumah ."
"servant","amah"
"servant","babu , pelayan , jongos , pelayan ."
"servant","kakitangan"
"servant","pekeija"
"servant","pelayan"
"servant","pembantu"
"addition","campur"
"addition","imbuhan"
"addition","imbuhan ; tambahan ; tokok"
"addition","lanjutan"
"addition","lebihan"
"addition","penambahan"
"addition","penambahan ; tambahan"
"addition","penjumlahan , bubuhan ."
"addition","sertaan"
"diplomatic","berdiplomasi"
"diplomatic","diplomatik"
"diplomatic","lembut"
"elegant","elok"
"elegant","kacak"
"elegant","lawa"
"elegant","lawa ; segak"
"elegant","segak"
"elegant","segak , tampan , lawa ."
"elegant","tampan"
"inside","dalam"
"inside","dalaman"
"inside","di dalam"
"inside","isi"
"inside","masuk"
"inside","pusat"
"inside","tengah"
"reception","jamuan"
"reception","jamuan ; sambutan"
"reception","penerimaan"
"reception","penyambut"
"reception","penyambutan"
"reception","resepsi"
"reception","sambutan"
"vanish","ghaib"
"vanish","ghaib ; hapus"
"vanish","hilang"
"vanish","hilang atau lenyap"
"vanish","ilang"
"vanish","lenyap"
"vanish","lenyap ; lesap ; mansuh"
"vanish","lesap"
"vanish","melenyapkan"
"automatically","dengan automatik"
"chin","dagu"
"trail","bekas"
"trail","bekas , jejak , kesan ; mengikut jejak ."
"trail","berjela"
"trail","berjela ; berjela-jela ; membuntuti ; menjejak ; menjejaki"
"trail","berjela-jela"
"trail","jejak"
"trail","jejak ; jela"
"trail","jela"
"trail","kesan"
"trail","menarik"
"necessity","kebutuhan"
"necessity","keperluan"
"confess","aku"
"confess","akui"
"confess","diakui"
"confess","mengaku"
"confess","mengaku , mengaku ."
"confess","mengakui"
"confess","mengakulah"
"racism","faham perkauman"
"racism","faham rasisme"
"starter","pemula ; penghidup"
"interior","dalaman"
"interior","di dalam"
"interior","di hulu"
"interior","hulu"
"interior","pedalaman"
"interior","ruang dalaman"
"banking","perbankan"
"banking","urusan bank"
"banking","urusan bank , perbankan ."
"casual","bersahaja"
"casual","biasa"
"casual","i) lalai (ii) tidak rasmi"
"casual","kebetulan"
"casual","sambilan"
"casual","sementara"
"gravity","gayaberat"
"gravity","graviti"
"gravity","kegravitian"
"gravity","kemustahakan"
"gravity","kepentingan"
"gravity","keseriusan"
"gravity","tarikan bumi , graviti ; keadaan teruk ."
"enroll","mendaftarkan"
"enroll","mengikuti"
"enroll","menjadi"
"diminish","berkurang"
"diminish","luak"
"diminish","mengurangkan"
"diminish","menyusut"
"diminish","menyusutkan"
"diminish","rosot"
"diminish","susut"
"prevention","pencegahan"
"value","harga"
"value","harga ; nilai"
"value","hargai"
"value","hargailah"
"value","i) harga , nilai (ii) memberi , menetapkan harga sesuatu , menaksir harga , menilaikan ."
"value","menghargai"
"value","menilai"
"value","nilai"
"value","taksiran"
"minimize","meminimumkan"
"chop","cap"
"chop","cincang"
"intent","dengan asyik"
"intent","dengan khusyuk"
"intent","dengan tajam"
"intent","maksud"
"intent","niat"
"intent","penuh minat"
"isolate","asingkan"
"isolate","bercerai"
"isolate","berpisah"
"isolate","cerai"
"isolate","memencilkan"
"isolate","memisahkan"
"isolate","memisahkan , memencilkan , mengasingkan , menyisihkan ."
"pump","bomba"
"pump","mengepam"
"pump","meniup"
"pump","pam"
"pump","pengepam"
"pump","pompa"
"inventory","inventaris"
"inventory","inventori"
"inventory","persediaan"
"inventory","senarai"
"productive","biak"
"productive","produktif"
"assembly","jemaah"
"assembly","jemaah ; majlis ; perhimpunan ; perkumpulan"
"assembly","pemasangan ; perhimpunan"
"assembly","perhimpunan"
"assembly","pertemuan , perakitan , rapat , pemasangan ."
"civic","sivik"
"silk","limar"
"silk","sutera"
"silk","sutra"
"magnitude","besar"
"magnitude","jarak , besarnya ."
"magnitude","magnitud"
"magnitude","penting"
"magnitude","saiz"
"steep","curam"
"steep","melampau"
"steep","mencelupkan"
"steep","merendam"
"steep","terjal"
"steep","tinggi"
"hostage","jaminan , orang tahanan , tebusan ."
"hostage","penungkulan"
"hostage","sandera"
"hostage","tahanan"
"hostage","tebusan"
"hostage","tungkulan"
"collector","pemungut"
"collector","pengumpul"
"collector","pengutip"
"popularity","kepopularan"
"popularity","kepopularitian"
"popularity","perihal disukai ramai"
"popularity","populariti"
"kiss","bercium"
"kiss","bercium ; mencium ; mengucup"
"alien","asing"
"alien","dagang"
"alien","makhluk asing , asing ."
"alien","orang asing"
"alien","pendatang"
"dynamic","bertenaga"
"dynamic","cergas"
"dynamic","dinamik"
"dynamic","dinamik , pantas , bersemangat ."
"dynamic","dinamis"
"dynamic","ilmu dinamik"
"scary","menakutkan"
"scary","takut"
"equation","penyamaan"
"equation","persamaan"
"angel","bidadari"
"angel","malaikat"
"angel","malaikat , bidadari ."
"switch","beralih"
"switch","bertukar"
"switch","berubah"
"switch","colokan"
"switch","loncat , meloncat ."
"switch","memetik"
"switch","mengalih"
"switch","mengubah"
"switch","menukar"
"offering","bantuan"
"offering","pemberian"
"offering","penawaran"
"offering","persembahan"
"offering","sumbangan"
"offering","tawaran"
"rage","keberangan"
"rage","kegilaan"
"rage","kemarahan , murka , keinginan yang tersangat , kegilaan ; marah ."
"rage","memberang"
"rage","menggarang"
"rage","menggila"
"rage","meradang"
"photography","fotografi"
"photography","fotografi , pemotretan ."
"photography","senifoto"
"repair","baik pulih"
"repair","betulkan"
"repair","dibetulkan"
"repair","diperbaiki"
"repair","ganti"
"repair","i) memperbetulkan , memperbaiki (ii) mengunjungi berulang-ulang ."
"repair","membaik pulih"
"repair","membaiki"
"repair","membaiki ; memperbaiki"
"toilet","bilik air"
"toilet","jamban"
"toilet","jamban ; tandas"
"toilet","kakus"
"toilet","kamar kecil"
"toilet","tandas"
"disappointed","hampa"
"disappointed","hampa ; hampa hati ; kecewa"
"disappointed","kecewa"
"disappointed","kecewa ; mengecewakan ; kekecewaan"
"precious","berharga"
"precious","bernilai"
"precious","mahal"
"precious","sangat"
"precious","sangat berharga"
"precious","sangat bernilai"
"prohibit","cegah"
"prohibit","dilarang"
"prohibit","larang"
"prohibit","larang ; tegah"
"prohibit","melarang"
"prohibit","mencegah"
"prohibit","menegah"
"representative","berperwakilan"
"representative","contoh"
"representative","mewakili"
"representative","wakil"
"representative","wakil rakyat"
"representative","YB"
"realistic","berdasarkan kenyataan"
"realistic","realistik"
"realistic","sewajamya"
"hidden","disembunyi"
"hidden","disembunyikan"
"hidden","tersembunyi"
"hidden","tersorok"
"command","amar"
"command","amar ; arahan ; perintah"
"tender","empuk"
"tender","gemalai"
"tender","lemah"
"tender","lembut"
"tender","manis"
"tender","menawarkan"
"tender","menender"
"tender","tawaran"
"wake","bangkit"
"wake","bangun"
"wake","bangunkan"
"wake","dibangunkan"
"wake","i) bangun , jaga , bangkit (dan tidur) (ii) olakan kemudi , aluran (kapal) ."
"wake","jaga"
"wake","membangun"
"wake","membanguni , bangun ."
"wake","membangunkan"
"gathering","perhimpunan"
"gathering","rapat , kumpulan , riung , pemetikan ."
"outstanding","cemerlang"
"outstanding","terkemuka"
"outstanding","terkemuka , utama , tunggakan ."
"outstanding","terulung"
"stumble","gelincuh"
"stumble","jatuh terjelepok"
"stumble","jatuh tersungkur"
"stumble","terjelepok"
"stumble","terjumpa"
"stumble","tersandung"
"stumble","tersembam"
"stumble","tersepak"
"stumble","terserandung"
"lonely","keseorangan"
"lonely","keseorangan ; sunyi"
"automobile","automobil"
